"Date","Price","Open","High","Low","Vol.","Change %"
"Mar 28, 2021","2.639","2.563","2.688","2.530","199.42K","3.21%"
"Mar 21, 2021","2.557","2.507","2.592","2.478","320.26K","0.87%"
"Mar 14, 2021","2.535","2.558","2.566","2.422","545.15K","-2.50%"
"Mar 07, 2021","2.600","2.691","2.734","2.584","545.35K","-3.74%"
"Feb 28, 2021","2.701","2.800","2.887","2.681","534.30K","-2.53%"
"Feb 21, 2021","2.771","3.010","3.030","2.697","349.13K","-9.71%"
"Feb 14, 2021","3.069","3.046","3.316","2.976","746.28K","5.39%"
"Feb 07, 2021","2.912","2.909","3.045","2.741","1.11M","1.71%"
"Jan 31, 2021","2.863","2.730","3.057","2.712","1.10M","11.66%"
"Jan 24, 2021","2.564","2.542","2.773","2.504","373.73K","4.82%"
"Jan 17, 2021","2.446","2.652","2.673","2.414","508.90K","-10.63%"
"Jan 10, 2021","2.737","2.600","2.899","2.589","861.96K","1.37%"
"Jan 03, 2021","2.700","2.626","2.770","2.566","707.11K","6.34%"
"Dec 27, 2020","2.539","2.311","2.547","2.238","245.45K","0.83%"
"Dec 20, 2020","2.518","2.730","2.806","2.515","355.71K","-6.74%"
"Dec 13, 2020","2.700","2.658","2.724","2.596","685.43K","4.21%"
"Dec 06, 2020","2.591","2.456","2.630","2.368","992.62K","0.62%"
"Nov 29, 2020","2.575","2.831","2.996","2.462","838.82K","-9.43%"
"Nov 22, 2020","2.843","2.705","2.963","2.649","180.17K","7.28%"
"Nov 15, 2020","2.650","2.871","2.887","2.525","660.69K","-11.52%"
"Nov 08, 2020","2.995","2.872","3.087","2.821","677.80K","3.70%"
"Nov 01, 2020","2.888","3.374","3.393","2.866","846.93K","-13.89%"
"Oct 25, 2020","3.354","2.941","3.396","2.907","413.46K","12.89%"
"Oct 18, 2020","2.971","2.641","3.066","2.638","591.07K","7.14%"
"Oct 11, 2020","2.773","2.891","2.955","2.610","839.48K","1.17%"
"Oct 04, 2020","2.741","2.455","2.821","2.446","961.83K","12.43%"
"Sep 27, 2020","2.438","2.105","2.789","2.020","665.35K","13.98%"
"Sep 20, 2020","2.139","1.991","2.320","1.795","560.34K","4.44%"
"Sep 13, 2020","2.048","2.306","2.399","1.926","770.01K","-9.74%"
"Sep 06, 2020","2.269","2.586","2.586","2.246","687.84K","-12.33%"
"Aug 30, 2020","2.588","2.629","2.675","2.415","1.00M","-2.60%"
"Aug 23, 2020","2.657","2.460","2.743","2.388","338.30K","8.54%"
"Aug 16, 2020","2.448","2.392","2.468","2.280","679.99K","3.90%"
"Aug 09, 2020","2.356","2.257","2.379","2.085","953.14K","5.27%"
"Aug 02, 2020","2.238","1.859","2.284","1.852","1.16M","24.40%"
"Jul 26, 2020","1.799","1.796","1.928","1.714","352.03K","-0.50%"
"Jul 19, 2020","1.808","1.700","1.818","1.605","609.76K","5.24%"
"Jul 12, 2020","1.718","1.785","1.815","1.690","638.75K","-4.82%"
"Jul 05, 2020","1.805","1.738","1.924","1.733","986.28K","4.09%"
"Jun 28, 2020","1.734","1.567","1.784","1.558","775.92K","15.99%"
"Jun 21, 2020","1.495","1.671","1.712","1.432","319.78K","-10.43%"
"Jun 14, 2020","1.669","1.753","1.761","1.597","757.90K","-3.58%"
"Jun 07, 2020","1.731","1.810","1.833","1.674","979.47K","-2.86%"
"May 31, 2020","1.782","1.830","1.864","1.742","870.36K","-3.62%"
"May 24, 2020","1.849","1.746","1.896","1.692","430.01K","6.82%"
"May 17, 2020","1.731","1.725","1.889","1.680","777.86K","5.16%"
"May 10, 2020","1.646","1.838","1.890","1.595","1.08M","-9.71%"
"May 03, 2020","1.823","1.961","2.162","1.811","1.18M","-3.54%"
"Apr 26, 2020","1.890","1.701","2.016","1.593","581.24K","8.25%"
"Apr 19, 2020","1.746","1.774","1.974","1.701","847.55K","-0.40%"
"Apr 12, 2020","1.753","1.752","1.813","1.555","979.94K","1.15%"
"Apr 05, 2020","1.733","1.650","1.918","1.630","879.46K","6.91%"
"Mar 29, 2020","1.621","1.630","1.731","1.521","709.01K","-0.80%"
"Mar 22, 2020","1.634","1.533","1.716","1.519","327.82K","1.87%"
"Mar 15, 2020","1.604","1.854","1.854","1.555","897.77K","-14.18%"
"Mar 08, 2020","1.869","1.678","1.998","1.610","1.46M","9.43%"
"Mar 01, 2020","1.708","1.695","1.847","1.680","909.84K","1.43%"
"Feb 23, 2020","1.684","1.884","1.884","1.642","647.95K","-11.60%"
"Feb 16, 2020","1.905","1.880","2.025","1.861","1.01M","3.70%"
"Feb 09, 2020","1.837","1.813","1.869","1.753","1.39M","-1.13%"
"Feb 02, 2020","1.858","1.852","1.906","1.804","1.00M","0.92%"
"Jan 26, 2020","1.841","1.935","1.976","1.812","496.89K","-2.75%"
"Jan 19, 2020","1.893","1.970","1.980","1.830","817.71K","-5.49%"
"Jan 12, 2020","2.003","2.210","2.255","1.994","1.15M","-9.04%"
"Jan 05, 2020","2.202","2.112","2.234","2.099","1.07M","3.38%"
"Dec 29, 2019","2.130","2.247","2.258","2.083","550.45K","-1.30%"
"Dec 22, 2019","2.158","2.254","2.297","2.138","240.08K","-7.30%"
"Dec 15, 2019","2.328","2.296","2.377","2.232","896.69K","1.39%"
"Dec 08, 2019","2.296","2.210","2.348","2.158","1.24M","-1.63%"
"Dec 01, 2019","2.334","2.315","2.510","2.289","1.15M","2.32%"
"Nov 24, 2019","2.281","2.689","2.709","2.270","471.57K","-14.41%"
"Nov 17, 2019","2.665","2.641","2.675","2.501","754.46K","-0.86%"
"Nov 10, 2019","2.688","2.716","2.724","2.570","1.05M","-3.62%"
"Nov 03, 2019","2.789","2.796","2.905","2.753","1.14M","2.76%"
"Oct 27, 2019","2.714","2.366","2.738","2.346","765.38K","18.00%"
"Oct 20, 2019","2.300","2.320","2.342","2.213","786.68K","-0.86%"
"Oct 13, 2019","2.320","2.238","2.384","2.228","850.65K","4.79%"
"Oct 06, 2019","2.214","2.333","2.342","2.187","1.07M","-5.87%"
"Sep 29, 2019","2.352","2.380","2.398","2.207","1.05M","-2.16%"
"Sep 22, 2019","2.404","2.522","2.590","2.380","375.13K","-5.13%"
"Sep 15, 2019","2.534","2.688","2.710","2.506","865.47K","-3.06%"
"Sep 08, 2019","2.614","2.527","2.648","2.496","1.15M","4.73%"
"Sep 01, 2019","2.496","2.288","2.505","2.269","871.52K","9.23%"
"Aug 25, 2019","2.285","2.169","2.310","2.159","449.79K","6.18%"
"Aug 18, 2019","2.152","2.164","2.238","2.120","640.85K","-2.18%"
"Aug 11, 2019","2.200","2.124","2.267","2.086","813.90K","3.82%"
"Aug 04, 2019","2.119","2.078","2.155","2.029","887.93K","-0.09%"
"Jul 28, 2019","2.121","2.175","2.333","2.077","779.94K","-2.21%"
"Jul 21, 2019","2.169","2.242","2.328","2.165","485.48K","-3.64%"
"Jul 14, 2019","2.251","2.462","2.469","2.242","717.19K","-8.23%"
"Jul 07, 2019","2.453","2.460","2.489","2.360","983.92K","1.45%"
"Jun 30, 2019","2.418","2.330","2.445","2.217","574.82K","4.77%"
"Jun 23, 2019","2.308","2.197","2.364","2.195","354.41K","5.58%"
"Jun 16, 2019","2.186","2.389","2.418","2.159","717.66K","-8.42%"
"Jun 09, 2019","2.387","2.335","2.406","2.320","794.56K","2.14%"
"Jun 02, 2019","2.337","2.444","2.475","2.305","779.62K","-4.77%"
"May 26, 2019","2.454","2.597","2.643","2.444","422.13K","-5.54%"
"May 19, 2019","2.598","2.626","2.700","2.538","604.20K","-1.25%"
"May 12, 2019","2.631","2.616","2.670","2.586","525.14K","0.46%"
"May 05, 2019","2.619","2.565","2.647","2.514","633.85K","2.03%"
"Apr 28, 2019","2.567","2.578","2.626","2.546","502.81K","0.04%"
"Apr 21, 2019","2.566","2.494","2.580","2.439","333.69K","3.05%"
"Apr 14, 2019","2.490","2.646","2.653","2.478","553.95K","-6.39%"
"Apr 07, 2019","2.660","2.659","2.729","2.651","648.24K","-0.15%"
"Mar 31, 2019","2.664","2.663","2.733","2.632","576.79K","0.08%"
"Mar 24, 2019","2.662","2.724","2.770","2.656","290.09K","-3.31%"
"Mar 17, 2019","2.753","2.786","2.897","2.721","502.57K","-1.50%"
"Mar 10, 2019","2.795","2.835","2.857","2.752","496.11K","-2.44%"
"Mar 03, 2019","2.865","2.845","2.896","2.812","529.22K","0.21%"
"Feb 24, 2019","2.859","2.757","2.908","2.732","441.53K","5.23%"
"Feb 17, 2019","2.717","2.621","2.726","2.600","394.91K","3.50%"
"Feb 10, 2019","2.625","2.650","2.744","2.543","757.10K","1.63%"
"Feb 03, 2019","2.583","2.705","2.733","2.549","656.74K","-5.52%"
"Jan 27, 2019","2.734","2.926","2.983","2.730","405.42K","-13.97%"
"Jan 20, 2019","3.178","3.327","3.361","2.957","465.94K","-8.73%"
"Jan 13, 2019","3.482","3.325","3.722","3.201","919.27K","12.36%"
"Jan 06, 2019","3.099","2.962","3.166","2.910","652.08K","1.81%"
"Dec 30, 2018","3.044","3.125","3.140","2.878","546.91K","-7.84%"
"Dec 23, 2018","3.303","3.758","3.846","3.278","228.95K","-13.44%"
"Dec 16, 2018","3.816","3.620","3.938","3.516","679.47K","-0.29%"
"Dec 09, 2018","3.827","4.590","4.666","3.787","920.61K","-14.73%"
"Dec 02, 2018","4.488","4.527","4.630","4.231","770.27K","-2.69%"
"Nov 25, 2018","4.612","4.068","4.806","3.990","508.21K","7.06%"
"Nov 18, 2018","4.308","4.625","4.864","4.117","822.28K","0.84%"
"Nov 11, 2018","4.272","3.745","4.929","3.735","1.68M","14.87%"
"Nov 04, 2018","3.719","3.471","3.824","3.437","1.11M","13.25%"
"Oct 28, 2018","3.284","3.139","3.318","3.100","654.59K","3.11%"
"Oct 21, 2018","3.185","3.227","3.250","3.102","592.74K","-2.00%"
"Oct 14, 2018","3.250","3.224","3.340","3.155","774.91K","2.82%"
"Oct 07, 2018","3.161","3.182","3.368","3.138","1.20M","0.57%"
"Sep 30, 2018","3.143","3.007","3.261","3.001","1.09M","4.49%"
"Sep 23, 2018","3.008","2.973","3.111","2.951","573.47K","1.04%"
"Sep 16, 2018","2.977","2.774","2.991","2.772","872.51K","7.59%"
"Sep 09, 2018","2.767","2.770","2.869","2.752","747.83K","-0.32%"
"Sep 02, 2018","2.776","2.900","2.904","2.759","609.19K","-4.80%"
"Aug 26, 2018","2.916","2.908","2.931","2.841","349.81K","-0.03%"
"Aug 19, 2018","2.917","2.940","2.993","2.903","540.33K","-0.98%"
"Aug 12, 2018","2.946","2.936","2.974","2.891","587.93K","0.07%"
"Aug 05, 2018","2.944","2.851","2.959","2.822","767.03K","3.19%"
"Jul 29, 2018","2.853","2.794","2.862","2.740","724.08K","1.10%"
"Jul 22, 2018","2.822","2.737","2.831","2.710","285.13K","2.36%"
"Jul 15, 2018","2.757","2.765","2.788","2.704","557.39K","0.18%"
"Jul 08, 2018","2.752","2.839","2.865","2.750","614.05K","-3.71%"
"Jul 01, 2018","2.858","2.920","2.927","2.822","522.07K","-2.26%"
"Jun 24, 2018","2.924","2.926","3.021","2.897","377.74K","-0.71%"
"Jun 17, 2018","2.945","3.051","3.053","2.887","686.53K","-2.55%"
"Jun 10, 2018","3.022","2.927","3.034","2.912","824.28K","4.57%"
"Jun 03, 2018","2.890","2.974","2.987","2.873","700.04K","-2.43%"
"May 27, 2018","2.962","2.946","2.988","2.838","397.98K","0.78%"
"May 20, 2018","2.939","2.826","2.964","2.806","563.37K","3.23%"
"May 13, 2018","2.847","2.825","2.870","2.780","637.38K","1.46%"
"May 06, 2018","2.806","2.710","2.820","2.695","793.36K","3.50%"
"Apr 29, 2018","2.711","2.763","2.820","2.700","696.87K","-2.17%"
"Apr 22, 2018","2.771","2.745","2.839","2.706","370.60K","1.17%"
"Apr 15, 2018","2.739","2.753","2.790","2.658","735.77K","0.15%"
"Apr 08, 2018","2.735","2.679","2.760","2.621","966.86K","1.26%"
"Apr 01, 2018","2.701","2.730","2.759","2.650","712.99K","-1.17%"
"Mar 25, 2018","2.733","2.588","2.764","2.565","307.79K","5.48%"
"Mar 18, 2018","2.591","2.683","2.710","2.579","537.68K","-3.61%"
"Mar 11, 2018","2.688","2.731","2.811","2.664","682.91K","-1.61%"
"Mar 04, 2018","2.732","2.717","2.793","2.673","674.65K","1.37%"
"Feb 25, 2018","2.695","2.635","2.731","2.586","614.12K","2.67%"
"Feb 18, 2018","2.625","2.568","2.680","2.555","400.49K","2.62%"
"Feb 11, 2018","2.558","2.554","2.642","2.530","850.84K","-1.01%"
"Feb 04, 2018","2.584","2.825","2.880","2.576","1.03M","-9.21%"
"Jan 28, 2018","2.846","3.390","3.661","2.837","1.16M","-18.80%"
"Jan 21, 2018","3.505","3.252","3.628","3.143","866.69K","10.05%"
"Jan 14, 2018","3.185","3.131","3.288","3.039","1.13M","-0.47%"
"Jan 07, 2018","3.200","2.812","3.224","2.784","1.59M","14.49%"
"Dec 31, 2017","2.795","3.030","3.097","2.746","1.14M","-5.35%"
"Dec 24, 2017","2.953","2.708","3.008","2.598","686.35K","10.72%"
"Dec 17, 2017","2.667","2.650","2.778","2.568","880.13K","2.11%"
"Dec 10, 2017","2.612","2.831","2.848","2.581","1.16M","-5.77%"
"Dec 03, 2017","2.772","3.091","3.127","2.747","1.28M","-9.44%"
"Nov 26, 2017","3.061","2.927","3.218","2.876","830.64K","8.82%"
"Nov 19, 2017","2.813","3.070","3.089","2.797","528.04K","-9.17%"
"Nov 12, 2017","3.097","3.200","3.231","3.046","999.45K","-3.61%"
"Nov 05, 2017","3.213","3.085","3.224","3.051","1.15M","7.67%"
"Oct 29, 2017","2.984","2.938","3.006","2.847","837.10K","8.43%"
"Oct 22, 2017","2.752","3.001","3.017","2.723","407.58K","-5.59%"
"Oct 15, 2017","2.915","2.960","3.026","2.773","1.11M","-2.83%"
"Oct 08, 2017","3.000","2.859","3.036","2.827","1.09M","4.79%"
"Oct 01, 2017","2.863","3.018","3.025","2.856","970.30K","-4.79%"
"Sep 24, 2017","3.007","2.932","3.081","2.898","454.36K","1.62%"
"Sep 17, 2017","2.959","3.049","3.166","2.942","920.66K","-2.15%"
"Sep 10, 2017","3.024","2.910","3.106","2.899","952.47K","4.64%"
"Sep 03, 2017","2.890","3.013","3.059","2.885","659.72K","-5.86%"
"Aug 27, 2017","3.070","2.924","3.088","2.849","572.78K","6.15%"
"Aug 20, 2017","2.892","2.894","3.006","2.867","586.45K","-0.03%"
"Aug 13, 2017","2.893","3.005","3.018","2.856","611.26K","-3.02%"
"Aug 06, 2017","2.983","2.772","2.997","2.764","863.13K","7.53%"
